,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,atemp_group
465,466,2012-04-10,2,2012,4,False,2,True,1,18.313347,21.81165,0.435,0.249375,819,5099,5918,2,2
466,467,2012-04-11,2,2012,4,False,3,True,1,14.296536,16.8637,0.469565,0.295274,482,4380,4862,2,2
467,468,2012-04-12,2,2012,4,False,4,True,1,16.2975,19.3802,0.46625,0.290429,663,4746,5409,2,2
468,469,2012-04-13,2,2012,4,False,5,True,1,18.142500000000002,21.590400000000002,0.408333,0.155471,1252,5146,6398,2,2
469,470,2012-04-14,2,2012,4,False,6,False,1,20.294999999999998,24.3998,0.502917,0.190917,2795,4665,7460,2,2
470,471,2012-04-15,2,2012,4,False,0,False,1,24.873347,28.69375,0.507917,0.225129,2846,4286,7132,2,3
471,472,2012-04-16,2,2012,4,True,1,False,1,27.230846999999997,30.746250000000003,0.561667,0.284829,1198,5172,6370,3,3
472,473,2012-04-17,2,2012,4,False,2,True,1,24.941653000000002,29.92435,0.390417,0.273629,989,5702,6691,2,3
473,474,2012-04-18,2,2012,4,False,3,True,2,18.996653,22.8519,0.569167,0.167912,347,4020,4367,2,2
474,475,2012-04-19,2,2012,4,False,4,True,1,20.431653,24.6523,0.6125,0.0659292,846,5719,6565,2,2
475,476,2012-04-20,2,2012,4,False,5,True,1,21.593347,25.78875,0.694583,0.149871,1340,5950,7290,2,3
476,477,2012-04-21,2,2012,4,False,6,False,1,23.369999999999997,27.14605,0.682917,0.283587,2541,4083,6624,2,3
477,478,2012-04-22,2,2012,4,False,0,False,3,16.263347,19.4752,0.835417,0.344546,120,907,1027,2,2
478,479,2012-04-23,2,2012,4,False,1,True,2,13.188346999999998,15.056249999999999,0.766667,0.303496,195,3019,3214,2,2
479,480,2012-04-24,2,2012,4,False,2,True,1,16.946653,20.26415,0.454167,0.249383,518,5115,5633,2,2
480,481,2012-04-25,2,2012,4,False,3,True,1,19.543347,23.51585,0.427917,0.118792,655,5541,6196,2,2
481,482,2012-04-26,2,2012,4,False,4,True,2,20.431653,24.17915,0.756667,0.176625,475,4551,5026,2,2
482,483,2012-04-27,2,2012,4,False,5,True,1,18.7575,22.63185,0.400833,0.347633,1014,5219,6233,2,2
483,484,2012-04-28,2,2012,4,False,6,False,2,15.443347,18.8752,0.489583,0.129975,1120,3100,4220,2,2
484,485,2012-04-29,2,2012,4,False,0,False,1,18.791653,22.50605,0.587083,0.116908,2229,4075,6304,2,2
485,486,2012-04-30,2,2012,4,False,1,True,2,19.030847,22.8848,0.57,0.171638,665,4907,5572,2,2
486,487,2012-05-01,2,2012,5,False,2,True,2,25.146653,28.85105,0.659583,0.156096,653,5087,5740,3,3
487,488,2012-05-02,2,2012,5,False,3,True,1,23.130847,26.894800000000004,0.797083,0.138058,667,5502,6169,2,3
488,489,2012-05-03,2,2012,5,False,4,True,2,22.96,26.862099999999998,0.768333,0.133696,764,5657,6421,2,3
489,490,2012-05-04,2,2012,5,False,5,True,1,25.7275,29.54585,0.735417,0.162938,1069,5227,6296,3,3
490,491,2012-05-05,2,2012,5,False,6,False,2,25.488346999999997,29.2304,0.756667,0.152992,2496,4387,6883,3,3
491,492,2012-05-06,2,2012,5,False,0,False,2,23.0625,27.336850000000002,0.74,0.149879,2135,4224,6359,2,3
492,493,2012-05-07,2,2012,5,False,1,True,2,22.037499999999998,26.3571,0.664167,0.230721,1008,5265,6273,2,3
493,494,2012-05-08,2,2012,5,False,2,True,2,23.848347,27.87355,0.685833,0.296029,738,4990,5728,2,3
494,495,2012-05-09,2,2012,5,False,3,True,2,23.575,27.65125,0.744167,0.216412,620,4097,4717,2,3
495,496,2012-05-10,2,2012,5,False,4,True,1,20.739152999999998,24.58915,0.552083,0.314063,1026,5546,6572,2,2
496,497,2012-05-11,2,2012,5,False,5,True,1,21.866653,26.04165,0.360417,0.236937,1319,5711,7030,2,3
497,498,2012-05-12,2,2012,5,False,6,False,1,23.130847,27.24085,0.480417,0.123133,2622,4807,7429,2,3
498,499,2012-05-13,2,2012,5,False,0,False,1,25.1125,29.2619,0.57625,0.225117,2172,3946,6118,3,3
499,500,2012-05-14,2,2012,5,False,1,True,2,23.506653,27.495000000000005,0.789583,0.212692,342,2501,2843,2,3
500,501,2012-05-15,2,2012,5,False,2,True,2,25.078346999999997,28.8202,0.794583,0.147392,625,4490,5115,3,3
501,502,2012-05-16,2,2012,5,False,3,True,1,26.103347,29.798750000000002,0.697917,0.122512,991,6433,7424,3,3
502,503,2012-05-17,2,2012,5,False,4,True,1,24.326653,28.630650000000003,0.52,0.229475,1242,6142,7384,2,3
503,504,2012-05-18,2,2012,5,False,5,True,1,23.130847,27.55605,0.523333,0.136817,1521,6118,7639,2,3
504,505,2012-05-19,2,2012,5,False,6,False,1,24.599999999999998,28.345399999999998,0.45625,0.083975,3410,4884,8294,2,3
505,506,2012-05-20,2,2012,5,False,0,False,1,25.454152999999998,29.19835,0.530417,0.254367,2704,4425,7129,3,3
506,507,2012-05-21,2,2012,5,False,1,True,2,24.531653,28.283350000000002,0.81125,0.233204,630,3729,4359,2,3
507,508,2012-05-22,2,2012,5,False,2,True,2,25.215,29.04125,0.765833,0.118167,819,5254,6073,3,3
508,509,2012-05-23,2,2012,5,False,3,True,2,25.488346999999997,29.230600000000003,0.774583,0.102,766,4494,5260,3,3
509,510,2012-05-24,2,2012,5,False,4,True,1,26.855,30.335,0.716667,0.172896,1059,5711,6770,3,3
510,511,2012-05-25,2,2012,5,False,5,True,1,27.880000000000003,31.37645,0.747083,0.14055,1417,5317,6734,3,3
511,512,2012-05-26,2,2012,5,False,6,False,1,28.392500000000002,32.134800000000006,0.7325,0.198992,2855,3681,6536,3,3
512,513,2012-05-27,2,2012,5,False,0,False,1,28.29,32.07125,0.697083,0.215171,3283,3308,6591,3,3
513,514,2012-05-28,2,2012,5,True,1,False,1,29.212500000000002,33.965,0.67625,0.196521,2557,3486,6043,3,3
514,515,2012-05-29,2,2012,5,False,2,True,1,29.622500000000002,33.6496,0.684583,0.2954,880,4863,5743,3,3
515,516,2012-05-30,2,2012,5,False,3,True,2,26.923347,30.55645,0.67,0.134329,745,6110,6855,3,3
516,517,2012-05-31,2,2012,5,False,4,True,1,27.880000000000003,31.566450000000003,0.492917,0.195279,1100,6238,7338,3,3
517,518,2012-06-01,2,2012,6,False,5,True,2,26.820847,30.3981,0.755417,0.237563,533,3594,4127,3,3
518,519,2012-06-02,2,2012,6,False,6,False,1,23.916653,28.3144,0.549167,0.186562,2795,5325,8120,2,3
519,520,2012-06-03,2,2012,6,False,0,False,1,24.7025,28.75665,0.493333,0.184087,2494,5147,7641,2,3
520,521,2012-06-04,2,2012,6,False,1,True,1,24.497500000000002,28.91415,0.487083,0.284833,1071,5927,6998,2,3
521,522,2012-06-05,2,2012,6,False,2,True,2,22.174153,26.294600000000003,0.613333,0.209575,968,6033,7001,2,3
522,523,2012-06-06,2,2012,6,False,3,True,1,22.720847,27.1146,0.61125,0.077125,1027,6028,7055,2,3
523,524,2012-06-07,2,2012,6,False,4,True,1,24.7025,28.4721,0.567083,0.15735,1038,6456,7494,2,3
524,525,2012-06-08,2,2012,6,False,5,True,1,26.615847000000002,29.8931,0.467917,0.175383,1488,6248,7736,3,3
525,526,2012-06-09,2,2012,6,False,6,False,1,29.144153000000003,32.418350000000004,0.437083,0.144287,2708,4790,7498,3,3
526,527,2012-06-10,2,2012,6,False,0,False,1,29.793346999999997,33.175850000000004,0.538333,0.133721,2224,4374,6598,3,3
527,528,2012-06-11,2,2012,6,False,1,True,2,29.554153,32.98605,0.587917,0.207713,1017,5647,6664,3,3
528,529,2012-06-12,2,2012,6,False,2,True,2,26.786653,29.89375,0.833333,0.214546,477,4495,4972,3,3
529,530,2012-06-13,2,2012,6,False,3,True,1,26.889153,30.55585,0.582083,0.343279,1173,6248,7421,3,3
530,531,2012-06-14,2,2012,6,False,4,True,1,26.581653000000003,31.219150000000003,0.569583,0.253733,1180,6183,7363,3,3
531,532,2012-06-15,2,2012,6,False,5,True,1,26.205847000000002,29.9877,0.589583,0.176617,1563,6102,7665,3,3
532,533,2012-06-16,2,2012,6,False,6,False,1,25.898346999999998,29.735400000000002,0.504167,0.166667,2963,4739,7702,3,3
533,534,2012-06-17,2,2012,6,False,0,False,1,24.2925,28.59875,0.59875,0.144904,2634,4344,6978,2,3
534,535,2012-06-18,2,2012,6,False,1,True,2,23.301652999999998,27.2421,0.777917,0.174746,653,4446,5099,2,3
535,536,2012-06-19,2,2012,6,False,2,True,1,28.221653,32.7346,0.69,0.148017,968,5857,6825,3,3
536,537,2012-06-20,2,2012,6,False,3,True,1,32.082499999999996,36.04875,0.592083,0.113812,872,5339,6211,3,4
537,538,2012-06-21,3,2012,6,False,4,True,1,33.039153,37.6271,0.567917,0.118787,778,5127,5905,3,4
538,539,2012-06-22,3,2012,6,False,5,True,1,31.877499999999998,36.20605,0.57375,0.182842,964,4859,5823,3,4
539,540,2012-06-23,3,2012,6,False,6,False,1,29.998347,32.6396,0.534583,0.179721,2657,4801,7458,3,3
540,541,2012-06-24,3,2012,6,False,0,False,1,30.476653000000002,33.7127,0.479167,0.145525,2551,4340,6891,3,3
541,542,2012-06-25,3,2012,6,False,1,True,1,29.349153,32.7021,0.504167,0.300383,1139,5640,6779,3,3
542,543,2012-06-26,3,2012,6,False,2,True,1,25.864152999999998,29.7352,0.373333,0.347642,1077,6365,7442,3,3
543,544,2012-06-27,3,2012,6,False,3,True,1,28.5975,32.0396,0.36,0.271775,1077,6258,7335,3,3
544,545,2012-06-28,3,2012,6,False,4,True,1,30.715847,33.7756,0.4225,0.17165,921,5958,6879,3,3
545,546,2012-06-29,3,2012,6,False,5,True,1,34.200847,39.33065,0.48875,0.165417,829,4634,5463,4,4
546,547,2012-06-30,3,2012,6,False,6,False,1,31.365000000000002,34.3754,0.60125,0.161071,1455,4232,5687,3,4
547,548,2012-07-01,3,2012,7,False,0,False,1,33.449153,37.53145,0.51875,0.168529,1421,4110,5531,3,4
548,549,2012-07-02,3,2012,7,False,1,True,1,32.048347,35.1019,0.447083,0.195267,904,5323,6227,3,4
549,550,2012-07-03,3,2012,7,False,2,True,1,32.014153,35.1325,0.492083,0.126237,1052,5608,6660,3,4
550,551,2012-07-04,3,2012,7,True,3,False,1,32.355847,36.61685,0.53875,0.13495,2562,4841,7403,3,4
551,552,2012-07-05,3,2012,7,False,4,True,1,33.9275,38.06835,0.457917,0.194029,1405,4836,6241,3,4
552,553,2012-07-06,3,2012,7,False,5,True,1,33.961653,37.62665,0.450833,0.146142,1366,4841,6207,3,4
553,554,2012-07-07,3,2012,7,False,6,False,1,35.328347,40.24565,0.492083,0.163554,1448,3392,4840,4,4
554,555,2012-07-08,3,2012,7,False,0,False,1,33.722500000000004,39.5198,0.57375,0.125629,1203,3469,4672,3,4
555,556,2012-07-09,3,2012,7,False,1,True,2,29.144153000000003,32.7027,0.683333,0.180975,998,5571,6569,3,3
556,557,2012-07-10,3,2012,7,False,2,True,2,29.554153,33.2398,0.6675,0.151737,954,5336,6290,3,3
557,558,2012-07-11,3,2012,7,False,3,True,1,29.383347,32.51355,0.633333,0.151733,975,6289,7264,3,3
558,559,2012-07-12,3,2012,7,False,4,True,1,29.349153,32.73415,0.529583,0.146775,1032,6414,7446,3,3
559,560,2012-07-13,3,2012,7,False,5,True,2,29.998347,33.39665,0.485833,0.08085,1511,5988,7499,3,3
560,561,2012-07-14,3,2012,7,False,6,False,2,28.836653,33.3021,0.699167,0.143679,2355,4614,6969,3,3
561,562,2012-07-15,3,2012,7,False,0,False,1,30.579152999999998,35.259800000000006,0.717917,0.166667,1920,4111,6031,3,4
562,563,2012-07-16,3,2012,7,False,1,True,1,31.296653000000003,36.206250000000004,0.645,0.164187,1088,5742,6830,3,4
563,564,2012-07-17,3,2012,7,False,2,True,1,33.551653,37.78415,0.505833,0.114429,921,5865,6786,3,4
564,565,2012-07-18,3,2012,7,False,3,True,1,32.526652999999996,37.27915,0.577083,0.137442,799,4914,5713,3,4
565,566,2012-07-19,3,2012,7,False,4,True,1,31.57,35.7321,0.600417,0.165429,888,5703,6591,3,4
566,567,2012-07-20,3,2012,7,False,5,True,2,27.299153,30.65125,0.844167,0.208967,747,5123,5870,3,3
567,568,2012-07-21,3,2012,7,False,6,False,3,24.429153,27.495599999999996,0.865417,0.2133,1264,3195,4459,2,3
568,569,2012-07-22,3,2012,7,False,0,False,2,27.3675,31.156250000000004,0.7625,0.0939208,2544,4866,7410,3,3
569,570,2012-07-23,3,2012,7,False,1,True,1,30.408347,34.50085,0.694167,0.138683,1135,5831,6966,3,4
570,571,2012-07-24,3,2012,7,False,2,True,1,30.784153,35.3225,0.655,0.211454,1140,6452,7592,3,4
571,572,2012-07-25,3,2012,7,False,3,True,1,29.690847,32.7027,0.45,0.1648,1383,6790,8173,3,3
572,573,2012-07-26,3,2012,7,False,4,True,1,31.843347,36.96315,0.596667,0.284813,1036,5825,6861,3,4
573,574,2012-07-27,3,2012,7,False,5,True,1,32.048347,36.71085,0.594583,0.152992,1259,5645,6904,3,4
574,575,2012-07-28,3,2012,7,False,6,False,1,30.989152999999998,34.8802,0.613333,0.15735,2234,4451,6685,3,4
575,576,2012-07-29,3,2012,7,False,0,False,1,29.588347,33.39665,0.62375,0.170396,2153,4444,6597,3,3
576,577,2012-07-30,3,2012,7,False,1,True,1,29.964153,34.24935,0.66875,0.153617,1040,6065,7105,3,4
577,578,2012-07-31,3,2012,7,False,2,True,1,29.246653,33.144800000000004,0.704167,0.165425,968,6248,7216,3,3
578,579,2012-08-01,3,2012,8,False,3,True,1,29.4175,33.3654,0.6775,0.141179,1074,6506,7580,3,3
579,580,2012-08-02,3,2012,8,False,4,True,1,30.8525,35.354400000000005,0.659583,0.129354,983,6278,7261,3,4
580,581,2012-08-03,3,2012,8,False,5,True,2,31.399153,36.143350000000005,0.6425,0.215792,1328,5847,7175,3,4
581,582,2012-08-04,3,2012,8,False,6,False,1,32.526652999999996,37.56335,0.613333,0.257458,2345,4479,6824,3,4
582,583,2012-08-05,3,2012,8,False,0,False,1,31.535847,36.55395,0.6525,0.290421,1707,3757,5464,3,4
583,584,2012-08-06,3,2012,8,False,1,True,2,30.8525,35.5123,0.654167,0.129354,1233,5780,7013,3,4
584,585,2012-08-07,3,2012,8,False,2,True,2,30.169152999999998,34.88105,0.70375,0.116908,1278,5995,7273,3,4
585,586,2012-08-08,3,2012,8,False,3,True,2,30.75,35.385850000000005,0.672917,0.1107,1263,6271,7534,3,4
586,587,2012-08-09,3,2012,8,False,4,True,1,30.989152999999998,34.9754,0.620417,0.1561,1196,6090,7286,3,4
587,588,2012-08-10,3,2012,8,False,5,True,2,29.349153,33.3971,0.715833,0.238813,1065,4721,5786,3,3
588,589,2012-08-11,3,2012,8,False,6,False,2,28.392500000000002,31.91335,0.732917,0.206479,2247,4052,6299,3,3
589,590,2012-08-12,3,2012,8,False,0,False,1,28.734153000000003,32.22895,0.530417,0.122512,2182,4362,6544,3,3
590,591,2012-08-13,3,2012,8,False,1,True,1,29.554153,33.112700000000004,0.545417,0.136212,1207,5676,6883,3,3
591,592,2012-08-14,3,2012,8,False,2,True,1,29.793346999999997,33.838950000000004,0.686667,0.169158,1128,5656,6784,3,3
592,593,2012-08-15,3,2012,8,False,3,True,1,28.973347,32.70185,0.619583,0.169771,1198,6149,7347,3,3
593,594,2012-08-16,3,2012,8,False,4,True,1,29.485847,32.7344,0.519167,0.141796,1338,6267,7605,3,3
594,595,2012-08-17,3,2012,8,False,5,True,1,29.656653,12.120000000000001,0.570833,0.231354,1483,5665,7148,3,2
595,596,2012-08-18,3,2012,8,False,6,False,1,27.811653,30.903550000000003,0.603333,0.177867,2827,5038,7865,3,3
596,597,2012-08-19,3,2012,8,False,0,False,2,26.069153,30.1777,0.711667,0.08645,1208,3341,4549,3,3
597,598,2012-08-20,3,2012,8,False,1,True,2,26.069153,29.798350000000003,0.734167,0.129979,1026,5504,6530,3,3
598,599,2012-08-21,3,2012,8,False,2,True,1,26.615847000000002,30.051250000000003,0.67375,0.0727708,1081,5925,7006,3,3
599,600,2012-08-22,3,2012,8,False,3,True,1,27.3675,31.0927,0.677083,0.0702833,1094,6281,7375,3,3
600,601,2012-08-23,3,2012,8,False,4,True,1,28.529153,31.8504,0.635833,0.0845958,1363,6402,7765,3,3
601,602,2012-08-24,3,2012,8,False,5,True,2,28.802500000000002,32.355000000000004,0.615,0.0721458,1325,6257,7582,3,3
602,603,2012-08-25,3,2012,8,False,6,False,2,27.128347,30.934800000000003,0.712917,0.244408,1829,4224,6053,3,3
603,604,2012-08-26,3,2012,8,False,0,False,2,26.786653,29.799799999999998,0.845833,0.228858,1483,3772,5255,3,3
604,605,2012-08-27,3,2012,8,False,1,True,1,28.836653,32.7344,0.730417,0.128733,989,5928,6917,3,3
605,606,2012-08-28,3,2012,8,False,2,True,1,29.861653,33.3025,0.62,0.190925,935,6105,7040,3,3
606,607,2012-08-29,3,2012,8,False,3,True,1,28.085,31.786649999999998,0.552083,0.112562,1177,6520,7697,3,3
607,608,2012-08-30,3,2012,8,False,4,True,1,28.973347,32.63895,0.590417,0.0771167,1172,6541,7713,3,3
608,609,2012-08-31,3,2012,8,False,5,True,1,31.330847000000002,34.47,0.5875,0.168533,1433,5917,7350,3,4
609,610,2012-09-01,3,2012,9,False,6,False,2,30.886653000000003,35.1327,0.638333,0.113187,2352,3788,6140,3,4
610,611,2012-09-02,3,2012,9,False,0,False,2,28.563347,32.45,0.815,0.0640708,2613,3197,5810,3,3
611,612,2012-09-03,3,2012,9,True,1,False,1,29.0075,33.081450000000004,0.790833,0.151121,1965,4069,6034,3,3
612,613,2012-09-04,3,2012,9,False,2,True,1,29.759152999999998,34.3444,0.755,0.236321,867,5997,6864,3,4
613,614,2012-09-05,3,2012,9,False,3,True,1,30.203346999999997,35.44915,0.74125,0.187808,832,6280,7112,3,4
614,615,2012-09-06,3,2012,9,False,4,True,2,28.563347,32.766450000000006,0.810417,0.142421,611,5592,6203,3,3
615,616,2012-09-07,3,2012,9,False,5,True,1,28.836653,32.8602,0.73625,0.171646,1045,6459,7504,3,3
616,617,2012-09-08,3,2012,9,False,6,False,2,27.025847,30.556050000000003,0.799167,0.281104,1557,4419,5976,3,3
617,618,2012-09-09,3,2012,9,False,0,False,1,25.009999999999998,28.946250000000003,0.5475,0.224496,2570,5657,8227,3,3
618,619,2012-09-10,3,2012,9,False,1,True,1,23.916653,28.2827,0.50375,0.258713,1118,6407,7525,2,3
619,620,2012-09-11,3,2012,9,False,2,True,1,23.677500000000002,27.7146,0.52,0.0920542,1070,6697,7767,2,3
620,621,2012-09-12,3,2012,9,False,3,True,1,24.565847,28.50375,0.577083,0.131846,1050,6820,7870,2,3
621,622,2012-09-13,3,2012,9,False,4,True,1,25.1125,28.9779,0.637083,0.0827208,1054,6750,7804,3,3
622,623,2012-09-14,3,2012,9,False,5,True,1,25.966653,29.704150000000002,0.6725,0.103863,1379,6630,8009,3,3
623,624,2012-09-15,3,2012,9,False,6,False,1,24.941653000000002,29.29335,0.501667,0.247521,3160,5554,8714,2,3
624,625,2012-09-16,3,2012,9,False,0,False,1,23.779999999999998,28.15625,0.57,0.0901833,2166,5167,7333,2,3
625,626,2012-09-17,3,2012,9,False,1,True,2,23.814153,27.652500000000003,0.734583,0.151742,1022,5847,6869,2,3
626,627,2012-09-18,3,2012,9,False,2,True,2,25.556653,28.253349999999998,0.8725,0.357587,371,3702,4073,3,3
627,628,2012-09-19,3,2012,9,False,3,True,1,22.6525,27.0202,0.536667,0.215175,788,6803,7591,2,3
628,629,2012-09-20,3,2012,9,False,4,True,1,22.413347,26.6096,0.618333,0.118167,939,6781,7720,2,3
629,630,2012-09-21,3,2012,9,False,5,True,1,24.565847,28.59855,0.66875,0.154229,1250,6917,8167,2,3
630,631,2012-09-22,3,2012,9,False,6,False,1,26.650000000000002,30.5244,0.646667,0.283583,2512,5883,8395,3,3
631,632,2012-09-23,4,2012,9,False,0,False,1,21.695847,25.946649999999998,0.467083,0.223258,2454,5453,7907,2,3
632,633,2012-09-24,4,2012,9,False,1,True,1,21.080847000000002,25.12565,0.492917,0.142404,1001,6435,7436,2,3
633,634,2012-09-25,4,2012,9,False,2,True,1,22.55,27.208949999999998,0.57,0.236321,845,6693,7538,2,3
634,635,2012-09-26,4,2012,9,False,3,True,1,26.035,29.83065,0.630833,0.2444,787,6946,7733,3,3
635,636,2012-09-27,4,2012,9,False,4,True,2,26.650000000000002,30.398750000000003,0.690833,0.134342,751,6642,7393,3,3
636,637,2012-09-28,4,2012,9,False,5,True,2,25.385847000000002,29.29315,0.69,0.164179,1045,6370,7415,3,3
637,638,2012-09-29,4,2012,9,False,6,False,1,22.2425,26.5148,0.542917,0.227604,2589,5966,8555,2,3
638,639,2012-09-30,4,2012,9,False,0,False,1,21.593347,25.88315,0.583333,0.134958,2015,4874,6889,2,3
639,640,2012-10-01,4,2012,10,False,1,True,2,21.354153,25.6,0.649167,0.0908042,763,6015,6778,2,3
640,641,2012-10-02,4,2012,10,False,2,True,3,24.224153,27.116649999999996,0.871667,0.104475,315,4324,4639,2,3
641,642,2012-10-03,4,2012,10,False,3,True,2,26.9575,29.95665,0.79375,0.0665458,728,6844,7572,3,3
642,643,2012-10-04,4,2012,10,False,4,True,2,26.9575,30.398750000000003,0.722917,0.117546,891,6437,7328,3,3
643,644,2012-10-05,4,2012,10,False,5,True,1,25.215,29.00935,0.6275,0.10635,1516,6640,8156,3,3
644,645,2012-10-06,4,2012,10,False,6,False,1,22.720847,26.92605,0.664167,0.268025,3031,4934,7965,2,3
645,646,2012-10-07,4,2012,10,False,0,False,2,17.049153,20.99065,0.708333,0.141162,781,2729,3510,2,2
646,647,2012-10-08,4,2012,10,True,1,False,2,15.716652999999999,19.3804,0.709583,0.189679,874,4604,5478,2,2
647,648,2012-10-09,4,2012,10,False,2,True,2,18.313347,21.9056,0.761667,0.1903,601,5791,6392,2,2
648,649,2012-10-10,4,2012,10,False,3,True,1,21.080847000000002,25.1571,0.630833,0.187821,780,6911,7691,2,3
649,650,2012-10-11,4,2012,10,False,4,True,1,17.835,21.55835,0.463333,0.181596,834,6736,7570,2,2
650,651,2012-10-12,4,2012,10,False,5,True,1,17.9375,21.65355,0.539167,0.235092,1060,6222,7282,2,2
651,652,2012-10-13,4,2012,10,False,6,False,1,16.126653,19.5698,0.494583,0.146142,2252,4857,7109,2,2
652,653,2012-10-14,4,2012,10,False,0,False,1,21.388347,25.4102,0.640417,0.278612,2080,4559,6639,2,3
653,654,2012-10-15,4,2012,10,False,1,True,2,23.028347,26.9575,0.7075,0.296037,760,5115,5875,2,3
654,655,2012-10-16,4,2012,10,False,2,True,1,19.201653,23.042299999999997,0.558333,0.182221,922,6612,7534,2,2
655,656,2012-10-17,4,2012,10,False,3,True,1,18.689153,22.5054,0.692917,0.101371,979,6482,7461,2,2
656,657,2012-10-18,4,2012,10,False,4,True,2,21.4225,25.63125,0.728333,0.236937,1008,6501,7509,2,3
657,658,2012-10-19,4,2012,10,False,5,True,2,23.096653,26.894800000000004,0.815,0.134954,753,4671,5424,2,3
658,659,2012-10-20,4,2012,10,False,6,False,1,19.850847,23.6421,0.572917,0.117537,2806,5284,8090,2,2
659,660,2012-10-21,4,2012,10,False,0,False,1,19.030847,22.82145,0.51,0.166054,2132,4692,6824,2,2
660,661,2012-10-22,4,2012,10,False,1,True,1,19.9875,24.1471,0.568333,0.0814833,830,6228,7058,2,2
661,662,2012-10-23,4,2012,10,False,2,True,1,22.310847,26.5152,0.641667,0.0945458,841,6625,7466,2,3
662,663,2012-10-24,4,2012,10,False,3,True,1,24.087500000000002,27.93605,0.63625,0.0727792,795,6898,7693,2,3
663,664,2012-10-25,4,2012,10,False,4,True,2,22.55,26.4844,0.800417,0.124375,875,6484,7359,2,3
664,665,2012-10-26,4,2012,10,False,5,True,2,22.379153000000002,26.137500000000003,0.807083,0.132467,1182,6262,7444,2,3
665,666,2012-10-27,4,2012,10,False,6,False,2,21.73,25.756649999999997,0.72,0.235692,2643,5209,7852,2,3
666,667,2012-10-28,4,2012,10,False,0,False,2,19.5775,23.38855,0.694583,0.398008,998,3461,4459,2,2
667,668,2012-10-29,4,2012,10,False,1,True,3,18.04,21.97,0.88,0.3582,2,20,22,2,2
668,669,2012-10-30,4,2012,10,False,2,True,2,13.045462,15.49545,0.825455,0.213009,87,1009,1096,2,2
669,670,2012-10-31,4,2012,10,False,3,True,2,14.657499999999999,18.055,0.666667,0.166667,419,5147,5566,2,2
670,671,2012-11-01,4,2012,11,False,4,True,2,14.999153000000002,18.4971,0.581667,0.157346,466,5520,5986,2,2
671,672,2012-11-02,4,2012,11,False,5,True,1,14.555,17.802100000000003,0.522083,0.266175,618,5229,5847,2,2
672,673,2012-11-03,4,2012,11,False,6,False,2,14.076653,16.1923,0.49125,0.270529,1029,4109,5138,2,2
673,674,2012-11-04,4,2012,11,False,0,False,1,13.359153,16.4769,0.532917,0.179108,1201,3906,5107,2,2
674,675,2012-11-05,4,2012,11,False,1,True,1,13.085847,15.403749999999999,0.494167,0.236325,378,4881,5259,2,2
675,676,2012-11-06,4,2012,11,False,2,True,1,11.514153,14.07835,0.567083,0.173513,466,5220,5686,1,2
676,677,2012-11-07,4,2012,11,False,3,True,2,12.129153,13.73105,0.5475,0.304108,326,4709,5035,2,2
677,678,2012-11-08,4,2012,11,False,4,True,1,14.439134,17.09455,0.333478,0.347835,340,4975,5315,2,2
678,679,2012-11-09,4,2012,11,False,5,True,1,14.828347,17.77065,0.540833,0.214558,709,5283,5992,2,2
679,680,2012-11-10,4,2012,11,False,6,False,1,15.955846999999999,19.696849999999998,0.645417,0.0578458,2090,4446,6536,2,2
680,681,2012-11-11,4,2012,11,False,0,False,1,17.254153000000002,21.08565,0.659167,0.1275,2290,4562,6852,2,2
681,682,2012-11-12,4,2012,11,True,1,False,1,19.884999999999998,23.76915,0.741667,0.173517,1097,5172,6269,2,2
682,683,2012-11-13,4,2012,11,False,2,True,2,14.076653,16.16125,0.662917,0.342046,327,3767,4094,2,2
683,684,2012-11-14,4,2012,11,False,3,True,1,11.855847,14.07815,0.552083,0.199625,373,5122,5495,1,2
684,685,2012-11-15,4,2012,11,False,4,True,2,13.188346999999998,16.2246,0.620417,0.152987,320,5125,5445,2,2
685,686,2012-11-16,4,2012,11,False,5,True,1,14.145,17.3602,0.524583,0.171025,484,5214,5698,2,2
686,687,2012-11-17,4,2012,11,False,6,False,1,13.325000000000001,16.31915,0.545417,0.179729,1313,4316,5629,2,2
687,688,2012-11-18,4,2012,11,False,0,False,1,14.0425,16.8873,0.692917,0.227612,922,3747,4669,2,2
688,689,2012-11-19,4,2012,11,False,1,True,2,15.614152999999998,18.78105,0.623333,0.235067,449,5050,5499,2,2
689,690,2012-11-20,4,2012,11,False,2,True,2,15.340847000000002,19.03335,0.685,0.082725,534,5100,5634,2,2
690,691,2012-11-21,4,2012,11,False,3,True,1,14.486653,18.2446,0.61375,0.103246,615,4531,5146,2,2
691,692,2012-11-22,4,2012,11,True,4,False,1,13.940000000000001,17.518549999999998,0.580417,0.0528708,955,1470,2425,2,2
692,693,2012-11-23,4,2012,11,False,5,True,1,15.101653,18.93895,0.56875,0.148021,1603,2307,3910,2,2
693,694,2012-11-24,4,2012,11,False,6,False,1,11.411653,12.4371,0.404583,0.376871,532,1745,2277,1,2
694,695,2012-11-25,4,2012,11,False,0,False,1,10.079153,12.879150000000001,0.468333,0.1505,309,2115,2424,1,2
695,696,2012-11-26,4,2012,11,False,1,True,1,12.846652999999998,16.950200000000002,0.535417,0.04665,337,4750,5087,2,2
