,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
7066,7067,2011-10-27,4,2011,10,1,False,4,True,1,0.46,0.4545,0.94,0.0,2,9,11,1
7067,7068,2011-10-27,4,2011,10,2,False,4,True,3,0.46,0.4545,0.94,0.0,3,5,8,1
7068,7069,2011-10-27,4,2011,10,3,False,4,True,3,0.46,0.4545,0.94,0.0,1,3,4,1
7069,7070,2011-10-27,4,2011,10,4,False,4,True,3,0.48,0.4697,0.88,0.0,1,3,4,1
7070,7071,2011-10-27,4,2011,10,5,False,4,True,3,0.48,0.4697,0.88,0.0896,1,14,15,1
7071,7072,2011-10-27,4,2011,10,6,False,4,True,3,0.5,0.4848,0.82,0.0,4,42,46,1
7072,7073,2011-10-27,4,2011,10,7,False,4,True,2,0.46,0.4545,0.94,0.0896,9,128,137,2
7073,7074,2011-10-27,4,2011,10,8,False,4,True,3,0.48,0.4697,0.88,0.194,12,304,316,2
7074,7075,2011-10-27,4,2011,10,9,False,4,True,2,0.5,0.4848,0.82,0.1642,16,155,171,2
7075,7076,2011-10-27,4,2011,10,10,False,4,True,3,0.5,0.4848,0.88,0.194,10,52,62,2
7076,7077,2011-10-27,4,2011,10,11,False,4,True,3,0.5,0.4848,0.88,0.1343,8,44,52,2
7077,7078,2011-10-27,4,2011,10,12,False,4,True,3,0.5,0.4848,0.88,0.1343,8,45,53,2
7078,7079,2011-10-27,4,2011,10,13,False,4,True,2,0.5,0.4848,0.88,0.1642,10,64,74,3
7079,7080,2011-10-27,4,2011,10,14,False,4,True,2,0.52,0.5,0.83,0.0,16,76,92,3
7080,7081,2011-10-27,4,2011,10,15,False,4,True,2,0.52,0.5,0.83,0.1045,12,95,107,3
7081,7082,2011-10-27,4,2011,10,16,False,4,True,2,0.56,0.5303,0.73,0.1642,14,193,207,3
7082,7083,2011-10-27,4,2011,10,17,False,4,True,2,0.5,0.4848,0.72,0.4627,31,291,322,3
7083,7084,2011-10-27,4,2011,10,18,False,4,True,2,0.48,0.4697,0.67,0.4627,14,226,240,3
7084,7085,2011-10-27,4,2011,10,19,False,4,True,2,0.44,0.4394,0.67,0.4627,19,200,219,4
7085,7086,2011-10-27,4,2011,10,20,False,4,True,1,0.42,0.4242,0.67,0.4925,11,171,182,4
7086,7087,2011-10-27,4,2011,10,21,False,4,True,1,0.4,0.4091,0.62,0.5224,13,119,132,4
7087,7088,2011-10-27,4,2011,10,22,False,4,True,1,0.36,0.3182,0.66,0.4925,14,97,111,4
7088,7089,2011-10-27,4,2011,10,23,False,4,True,1,0.34,0.303,0.61,0.4179,8,60,68,4
7089,7090,2011-10-28,4,2011,10,0,False,5,True,1,0.34,0.3182,0.66,0.2537,4,40,44,1
7090,7091,2011-10-28,4,2011,10,1,False,5,True,1,0.32,0.303,0.66,0.2537,7,9,16,1
7091,7092,2011-10-28,4,2011,10,2,False,5,True,1,0.32,0.303,0.66,0.2836,1,3,4,1
7092,7093,2011-10-28,4,2011,10,3,False,5,True,1,0.3,0.2879,0.7,0.2836,4,4,8,1
7093,7094,2011-10-28,4,2011,10,4,False,5,True,1,0.3,0.2879,0.65,0.2836,5,5,10,1
7094,7095,2011-10-28,4,2011,10,5,False,5,True,2,0.3,0.2879,0.61,0.2537,0,25,25,1
7095,7096,2011-10-28,4,2011,10,6,False,5,True,1,0.28,0.2727,0.65,0.2537,1,74,75,1
7096,7097,2011-10-28,4,2011,10,7,False,5,True,1,0.28,0.2727,0.65,0.2537,6,199,205,2
7097,7098,2011-10-28,4,2011,10,8,False,5,True,1,0.3,0.2879,0.61,0.2836,13,361,374,2
7098,7099,2011-10-28,4,2011,10,9,False,5,True,1,0.32,0.303,0.57,0.2239,19,210,229,2
7099,7100,2011-10-28,4,2011,10,10,False,5,True,1,0.34,0.3182,0.57,0.2239,28,102,130,2
7100,7101,2011-10-28,4,2011,10,11,False,5,True,1,0.36,0.3485,0.5,0.2239,40,128,168,2
7101,7102,2011-10-28,4,2011,10,12,False,5,True,2,0.38,0.3939,0.4,0.1642,46,167,213,2
7102,7103,2011-10-28,4,2011,10,13,False,5,True,2,0.38,0.3939,0.42,0.2239,43,185,228,3
7103,7104,2011-10-28,4,2011,10,14,False,5,True,2,0.36,0.3485,0.46,0.194,33,152,185,3
7104,7105,2011-10-28,4,2011,10,15,False,5,True,2,0.36,0.3333,0.43,0.2537,44,171,215,3
7105,7106,2011-10-28,4,2011,10,16,False,5,True,2,0.36,0.3485,0.46,0.1642,46,262,308,3
7106,7107,2011-10-28,4,2011,10,17,False,5,True,2,0.36,0.3485,0.5,0.1343,35,411,446,3
7107,7108,2011-10-28,4,2011,10,18,False,5,True,2,0.36,0.3485,0.53,0.1642,36,332,368,3
7108,7109,2011-10-28,4,2011,10,19,False,5,True,2,0.36,0.3485,0.5,0.1343,16,188,204,4
7109,7110,2011-10-28,4,2011,10,20,False,5,True,3,0.34,0.3182,0.61,0.2239,12,131,143,4
7110,7111,2011-10-28,4,2011,10,21,False,5,True,3,0.32,0.3182,0.7,0.1642,5,69,74,4
7111,7112,2011-10-28,4,2011,10,22,False,5,True,3,0.3,0.2879,0.75,0.2836,4,32,36,4
7112,7113,2011-10-28,4,2011,10,23,False,5,True,3,0.3,0.2727,0.81,0.3284,8,31,39,4
7113,7114,2011-10-29,4,2011,10,0,False,6,False,3,0.28,0.2576,0.87,0.2985,0,19,19,1
7114,7115,2011-10-29,4,2011,10,1,False,6,False,3,0.3,0.2727,0.87,0.2985,0,18,18,1
7115,7116,2011-10-29,4,2011,10,2,False,6,False,3,0.3,0.2727,0.87,0.2985,1,16,17,1
7116,7117,2011-10-29,4,2011,10,3,False,6,False,3,0.3,0.2727,0.81,0.4179,0,8,8,1
7117,7118,2011-10-29,4,2011,10,4,False,6,False,3,0.3,0.2727,0.81,0.4179,0,1,1,1
7118,7119,2011-10-29,4,2011,10,5,False,6,False,3,0.26,0.2273,0.93,0.3582,0,1,1,1
7119,7120,2011-10-29,4,2011,10,6,False,6,False,3,0.26,0.2273,0.87,0.3582,4,1,5,1
7120,7121,2011-10-29,4,2011,10,7,False,6,False,3,0.26,0.2273,0.87,0.3582,1,6,7,2
7121,7122,2011-10-29,4,2011,10,8,False,6,False,3,0.28,0.2576,0.87,0.3582,4,16,20,2
7122,7123,2011-10-29,4,2011,10,9,False,6,False,3,0.28,0.2576,0.87,0.3582,1,19,20,2
7123,7124,2011-10-29,4,2011,10,10,False,6,False,3,0.26,0.2273,0.93,0.3284,0,12,12,2
7124,7125,2011-10-29,4,2011,10,11,False,6,False,3,0.26,0.2273,0.93,0.3881,1,26,27,2
7125,7126,2011-10-29,4,2011,10,12,False,6,False,3,0.24,0.197,0.87,0.4925,6,44,50,2
7126,7127,2011-10-29,4,2011,10,13,False,6,False,3,0.24,0.197,0.87,0.5224,0,30,30,3
7127,7128,2011-10-29,4,2011,10,14,False,6,False,3,0.24,0.197,0.87,0.4478,0,29,29,3
7128,7129,2011-10-29,4,2011,10,15,False,6,False,3,0.22,0.2121,0.93,0.2537,3,38,41,3
7129,7130,2011-10-29,4,2011,10,16,False,6,False,3,0.22,0.197,0.93,0.3284,3,19,22,3
7130,7131,2011-10-29,4,2011,10,17,False,6,False,3,0.22,0.197,0.93,0.3284,3,28,31,3
7131,7132,2011-10-29,4,2011,10,18,False,6,False,3,0.22,0.197,0.93,0.3284,6,37,43,3
7132,7133,2011-10-29,4,2011,10,19,False,6,False,1,0.24,0.2121,0.87,0.3582,3,36,39,4
7133,7134,2011-10-29,4,2011,10,20,False,6,False,1,0.24,0.2121,0.87,0.3582,7,40,47,4
7134,7135,2011-10-29,4,2011,10,21,False,6,False,1,0.24,0.2121,0.87,0.3582,1,49,50,4
7135,7136,2011-10-29,4,2011,10,22,False,6,False,1,0.22,0.2121,0.87,0.2239,10,44,54,4
7136,7137,2011-10-29,4,2011,10,23,False,6,False,1,0.22,0.2273,0.87,0.194,3,33,36,4
7137,7138,2011-10-30,4,2011,10,0,False,0,False,1,0.22,0.2121,0.87,0.2239,7,47,54,1
7138,7139,2011-10-30,4,2011,10,1,False,0,False,1,0.22,0.2121,0.87,0.2537,9,34,43,1
7139,7140,2011-10-30,4,2011,10,2,False,0,False,1,0.22,0.2121,0.87,0.2836,7,43,50,1
7140,7141,2011-10-30,4,2011,10,3,False,0,False,1,0.24,0.2121,0.75,0.3582,7,26,33,1
7141,7142,2011-10-30,4,2011,10,4,False,0,False,1,0.22,0.197,0.8,0.3284,1,10,11,1
7142,7143,2011-10-30,4,2011,10,5,False,0,False,1,0.24,0.2121,0.75,0.2985,0,4,4,1
7143,7144,2011-10-30,4,2011,10,6,False,0,False,1,0.24,0.2273,0.75,0.2537,2,8,10,1
7144,7145,2011-10-30,4,2011,10,7,False,0,False,1,0.24,0.2879,0.75,0.0,7,15,22,2
7145,7146,2011-10-30,4,2011,10,8,False,0,False,1,0.26,0.2576,0.7,0.2239,20,60,80,2
7146,7147,2011-10-30,4,2011,10,9,False,0,False,1,0.3,0.2879,0.65,0.2537,55,92,147,2
7147,7148,2011-10-30,4,2011,10,10,False,0,False,1,0.32,0.3333,0.61,0.0896,53,125,178,2
7148,7149,2011-10-30,4,2011,10,11,False,0,False,1,0.36,0.3485,0.53,0.2239,58,182,240,2
7149,7150,2011-10-30,4,2011,10,12,False,0,False,1,0.38,0.3939,0.5,0.194,85,229,314,2
7150,7151,2011-10-30,4,2011,10,13,False,0,False,1,0.4,0.4091,0.43,0.2239,113,232,345,3
7151,7152,2011-10-30,4,2011,10,14,False,0,False,1,0.42,0.4242,0.38,0.194,91,209,300,3
7152,7153,2011-10-30,4,2011,10,15,False,0,False,1,0.42,0.4242,0.35,0.1642,88,202,290,3
7153,7154,2011-10-30,4,2011,10,16,False,0,False,1,0.42,0.4242,0.32,0.1343,107,213,320,3
7154,7155,2011-10-30,4,2011,10,17,False,0,False,1,0.4,0.4091,0.35,0.1045,54,191,245,3
7155,7156,2011-10-30,4,2011,10,18,False,0,False,1,0.36,0.3485,0.4,0.1343,51,162,213,3
7156,7157,2011-10-30,4,2011,10,19,False,0,False,1,0.56,0.5303,0.49,0.2985,28,125,153,4
7157,7158,2011-10-30,4,2011,10,20,False,0,False,1,0.34,0.3636,0.57,0.0,18,74,92,4
7158,7159,2011-10-30,4,2011,10,21,False,0,False,1,0.32,0.3485,0.66,0.0,4,75,79,4
7159,7160,2011-10-30,4,2011,10,22,False,0,False,1,0.3,0.3333,0.75,0.0,13,58,71,4
7160,7161,2011-10-30,4,2011,10,23,False,0,False,1,0.26,0.303,0.87,0.0,7,30,37,4
7161,7162,2011-10-31,4,2011,10,0,False,1,True,1,0.26,0.303,0.87,0.0,3,20,23,1
7162,7163,2011-10-31,4,2011,10,1,False,1,True,1,0.26,0.303,0.81,0.0,5,8,13,1
7163,7164,2011-10-31,4,2011,10,2,False,1,True,1,0.24,0.2879,0.87,0.0,0,3,3,1
7164,7165,2011-10-31,4,2011,10,3,False,1,True,1,0.24,0.2576,0.87,0.1045,0,3,3,1
7165,7166,2011-10-31,4,2011,10,4,False,1,True,1,0.24,0.2879,0.87,0.0,1,5,6,1
7166,7167,2011-10-31,4,2011,10,5,False,1,True,1,0.22,0.2727,0.93,0.0,0,18,18,1
7167,7168,2011-10-31,4,2011,10,6,False,1,True,1,0.24,0.2879,0.87,0.0,4,82,86,1
7168,7169,2011-10-31,4,2011,10,7,False,1,True,1,0.24,0.2879,0.93,0.0,11,216,227,2
7169,7170,2011-10-31,4,2011,10,8,False,1,True,2,0.28,0.3182,0.87,0.0,17,355,372,2
7170,7171,2011-10-31,4,2011,10,9,False,1,True,2,0.32,0.3182,0.76,0.1642,14,197,211,2
7171,7172,2011-10-31,4,2011,10,10,False,1,True,2,0.36,0.3485,0.57,0.1642,18,87,105,2
7172,7173,2011-10-31,4,2011,10,11,False,1,True,1,0.4,0.4091,0.5,0.1343,31,97,128,2
7173,7174,2011-10-31,4,2011,10,12,False,1,True,1,0.42,0.4242,0.44,0.2239,30,140,170,2
7174,7175,2011-10-31,4,2011,10,13,False,1,True,2,0.44,0.4394,0.44,0.2239,24,128,152,3
7175,7176,2011-10-31,4,2011,10,14,False,1,True,2,0.44,0.4394,0.47,0.2239,22,119,141,3
7176,7177,2011-10-31,4,2011,10,15,False,1,True,1,0.44,0.4394,0.47,0.1642,27,141,168,3
7177,7178,2011-10-31,4,2011,10,16,False,1,True,1,0.42,0.4242,0.54,0.1642,30,242,272,3
7178,7179,2011-10-31,4,2011,10,17,False,1,True,1,0.42,0.4242,0.54,0.1343,44,442,486,3
7179,7180,2011-10-31,4,2011,10,18,False,1,True,1,0.4,0.4091,0.66,0.0896,30,392,422,3
7180,7181,2011-10-31,4,2011,10,19,False,1,True,1,0.4,0.4091,0.66,0.0896,12,226,238,4
7181,7182,2011-10-31,4,2011,10,20,False,1,True,1,0.4,0.4091,0.66,0.0896,18,154,172,4
7182,7183,2011-10-31,4,2011,10,21,False,1,True,2,0.36,0.3485,0.76,0.194,7,109,116,4
7183,7184,2011-10-31,4,2011,10,22,False,1,True,2,0.36,0.3485,0.76,0.194,8,77,85,4
7184,7185,2011-10-31,4,2011,10,23,False,1,True,2,0.36,0.3485,0.76,0.194,6,46,52,4
7185,7186,2011-11-01,4,2011,11,0,False,2,True,2,0.36,0.3485,0.87,0.1642,3,18,21,1
7186,7187,2011-11-01,4,2011,11,1,False,2,True,1,0.36,0.3485,0.81,0.1343,3,8,11,1
7187,7188,2011-11-01,4,2011,11,2,False,2,True,2,0.36,0.3485,0.81,0.1642,1,3,4,1
7188,7189,2011-11-01,4,2011,11,3,False,2,True,2,0.36,0.3485,0.81,0.1343,1,5,6,1
7189,7190,2011-11-01,4,2011,11,4,False,2,True,1,0.34,0.3182,0.81,0.2239,1,7,8,1
7190,7191,2011-11-01,4,2011,11,5,False,2,True,1,0.32,0.3182,0.81,0.194,0,18,18,1
7191,7192,2011-11-01,4,2011,11,6,False,2,True,1,0.32,0.3182,0.81,0.194,3,90,93,1
7192,7193,2011-11-01,4,2011,11,7,False,2,True,1,0.34,0.3333,0.76,0.194,8,246,254,2
7193,7194,2011-11-01,4,2011,11,8,False,2,True,1,0.36,0.3333,0.71,0.2537,17,402,419,2
7194,7195,2011-11-01,4,2011,11,9,False,2,True,1,0.4,0.4091,0.66,0.1642,16,206,222,2
7195,7196,2011-11-01,4,2011,11,10,False,2,True,1,0.44,0.4394,0.62,0.1343,21,114,135,2
7196,7197,2011-11-01,4,2011,11,11,False,2,True,1,0.46,0.4545,0.63,0.1045,16,101,117,2
7197,7198,2011-11-01,4,2011,11,12,False,2,True,1,0.5,0.4848,0.48,0.0896,23,153,176,2
7198,7199,2011-11-01,4,2011,11,13,False,2,True,1,0.48,0.4697,0.55,0.194,20,147,167,3
7199,7200,2011-11-01,4,2011,11,14,False,2,True,1,0.5,0.4848,0.48,0.2537,32,118,150,3
7200,7201,2011-11-01,4,2011,11,15,False,2,True,1,0.5,0.4848,0.45,0.1343,38,148,186,3
7201,7202,2011-11-01,4,2011,11,16,False,2,True,1,0.48,0.4697,0.44,0.1642,46,252,298,3
7202,7203,2011-11-01,4,2011,11,17,False,2,True,1,0.44,0.4394,0.54,0.1642,36,470,506,3
7203,7204,2011-11-01,4,2011,11,18,False,2,True,1,0.42,0.4242,0.58,0.1045,39,421,460,3
7204,7205,2011-11-01,4,2011,11,19,False,2,True,1,0.42,0.4242,0.58,0.0896,39,274,313,4
7205,7206,2011-11-01,4,2011,11,20,False,2,True,1,0.4,0.4091,0.71,0.0,18,191,209,4
7206,7207,2011-11-01,4,2011,11,21,False,2,True,1,0.36,0.3788,0.81,0.0,13,114,127,4
7207,7208,2011-11-01,4,2011,11,22,False,2,True,1,0.36,0.3788,0.81,0.0,5,91,96,4
7208,7209,2011-11-01,4,2011,11,23,False,2,True,1,0.34,0.3636,0.87,0.0,11,61,72,4
7209,7210,2011-11-02,4,2011,11,0,False,3,True,1,0.32,0.3485,0.87,0.0,0,19,19,1
7210,7211,2011-11-02,4,2011,11,1,False,3,True,1,0.3,0.3333,0.87,0.0,2,8,10,1
7211,7212,2011-11-02,4,2011,11,2,False,3,True,1,0.3,0.3333,0.87,0.0,0,2,2,1
7212,7213,2011-11-02,4,2011,11,3,False,3,True,1,0.3,0.3333,0.75,0.0,0,2,2,1
7213,7214,2011-11-02,4,2011,11,4,False,3,True,1,0.3,0.3333,0.87,0.0,0,4,4,1
7214,7215,2011-11-02,4,2011,11,5,False,3,True,1,0.3,0.3333,0.81,0.0,0,27,27,1
7215,7216,2011-11-02,4,2011,11,6,False,3,True,1,0.3,0.3333,0.81,0.0,1,91,92,1
7216,7217,2011-11-02,4,2011,11,7,False,3,True,1,0.3,0.3333,0.81,0.0,11,240,251,2
7217,7218,2011-11-02,4,2011,11,8,False,3,True,1,0.32,0.3485,0.87,0.0,20,452,472,2
7218,7219,2011-11-02,4,2011,11,9,False,3,True,1,0.34,0.3636,0.87,0.0,15,213,228,2
7219,7220,2011-11-02,4,2011,11,10,False,3,True,1,0.4,0.4091,0.71,0.0896,25,108,133,2
7220,7221,2011-11-02,4,2011,11,11,False,3,True,1,0.42,0.4242,0.71,0.1343,27,117,144,2
7221,7222,2011-11-02,4,2011,11,12,False,3,True,1,0.46,0.4545,0.55,0.1642,32,157,189,2
7222,7223,2011-11-02,4,2011,11,13,False,3,True,1,0.48,0.4697,0.48,0.1642,22,139,161,3
7223,7224,2011-11-02,4,2011,11,14,False,3,True,1,0.5,0.4848,0.45,0.1642,40,132,172,3
7224,7225,2011-11-02,4,2011,11,15,False,3,True,1,0.48,0.4697,0.51,0.1642,26,161,187,3
7225,7226,2011-11-02,4,2011,11,16,False,3,True,1,0.48,0.4697,0.51,0.1045,35,231,266,3
7226,7227,2011-11-02,4,2011,11,17,False,3,True,1,0.44,0.4394,0.62,0.194,30,523,553,3
7227,7228,2011-11-02,4,2011,11,18,False,3,True,1,0.42,0.4242,0.71,0.1642,31,448,479,3
7228,7229,2011-11-02,4,2011,11,19,False,3,True,1,0.4,0.4091,0.76,0.1343,25,257,282,4
7229,7230,2011-11-02,4,2011,11,20,False,3,True,1,0.4,0.4091,0.66,0.1343,5,177,182,4
7230,7231,2011-11-02,4,2011,11,21,False,3,True,1,0.38,0.3939,0.71,0.1343,13,155,168,4
7231,7232,2011-11-02,4,2011,11,22,False,3,True,1,0.36,0.3485,0.71,0.1343,7,99,106,4
7232,7233,2011-11-02,4,2011,11,23,False,3,True,1,0.36,0.3636,0.76,0.0896,3,54,57,4
7233,7234,2011-11-03,4,2011,11,0,False,4,True,1,0.36,0.3636,0.76,0.0896,3,28,31,1
7234,7235,2011-11-03,4,2011,11,1,False,4,True,1,0.34,0.3333,0.81,0.1343,3,12,15,1
7235,7236,2011-11-03,4,2011,11,2,False,4,True,1,0.34,0.3333,0.76,0.1343,2,5,7,1
7236,7237,2011-11-03,4,2011,11,3,False,4,True,1,0.34,0.3333,0.81,0.1343,1,4,5,1
7237,7238,2011-11-03,4,2011,11,4,False,4,True,1,0.32,0.3333,0.81,0.0896,1,3,4,1
7238,7239,2011-11-03,4,2011,11,5,False,4,True,1,0.32,0.3333,0.81,0.1343,1,27,28,1
7239,7240,2011-11-03,4,2011,11,6,False,4,True,1,0.34,0.3333,0.76,0.194,3,96,99,1
7240,7241,2011-11-03,4,2011,11,7,False,4,True,2,0.32,0.3333,0.81,0.0896,12,280,292,2
7241,7242,2011-11-03,4,2011,11,8,False,4,True,2,0.34,0.3485,0.81,0.0896,8,394,402,2
7242,7243,2011-11-03,4,2011,11,9,False,4,True,2,0.36,0.3485,0.81,0.194,9,155,164,2
7243,7244,2011-11-03,4,2011,11,10,False,4,True,2,0.4,0.4091,0.76,0.194,12,98,110,2
7244,7245,2011-11-03,4,2011,11,11,False,4,True,1,0.44,0.4394,0.67,0.194,12,108,120,2
7245,7246,2011-11-03,4,2011,11,12,False,4,True,1,0.5,0.4848,0.51,0.194,17,162,179,2
7246,7247,2011-11-03,4,2011,11,13,False,4,True,2,0.52,0.5,0.48,0.2537,19,150,169,3
7247,7248,2011-11-03,4,2011,11,14,False,4,True,1,0.52,0.5,0.52,0.1642,32,120,152,3
7248,7249,2011-11-03,4,2011,11,15,False,4,True,1,0.52,0.5,0.52,0.1642,24,138,162,3
7249,7250,2011-11-03,4,2011,11,16,False,4,True,1,0.52,0.5,0.48,0.194,33,234,267,3
7250,7251,2011-11-03,4,2011,11,17,False,4,True,1,0.48,0.4697,0.55,0.0896,33,465,498,3
7251,7252,2011-11-03,4,2011,11,18,False,4,True,1,0.46,0.4545,0.63,0.1343,24,409,433,3
7252,7253,2011-11-03,4,2011,11,19,False,4,True,1,0.44,0.4394,0.67,0.0896,18,234,252,4
7253,7254,2011-11-03,4,2011,11,20,False,4,True,1,0.42,0.4242,0.71,0.1045,11,198,209,4
7254,7255,2011-11-03,4,2011,11,21,False,4,True,1,0.4,0.4091,0.76,0.1343,4,140,144,4
7255,7256,2011-11-03,4,2011,11,22,False,4,True,1,0.4,0.4091,0.82,0.0,21,116,137,4
7256,7257,2011-11-03,4,2011,11,23,False,4,True,1,0.4,0.4091,0.82,0.0896,15,80,95,4
7257,7258,2011-11-04,4,2011,11,0,False,5,True,2,0.4,0.4091,0.82,0.0,11,32,43,1
7258,7259,2011-11-04,4,2011,11,1,False,5,True,2,0.4,0.4091,0.82,0.0,1,16,17,1
7259,7260,2011-11-04,4,2011,11,2,False,5,True,2,0.4,0.4091,0.76,0.0,2,8,10,1
7260,7261,2011-11-04,4,2011,11,3,False,5,True,2,0.38,0.3939,0.87,0.1642,1,7,8,1
7261,7262,2011-11-04,4,2011,11,4,False,5,True,2,0.38,0.3939,0.87,0.0896,1,6,7,1
7262,7263,2011-11-04,4,2011,11,5,False,5,True,2,0.38,0.3939,0.87,0.0,0,23,23,1
7263,7264,2011-11-04,4,2011,11,6,False,5,True,2,0.38,0.3939,0.87,0.0896,2,64,66,1
7264,7265,2011-11-04,4,2011,11,7,False,5,True,2,0.4,0.4091,0.86,0.2239,10,235,245,2
7265,7266,2011-11-04,4,2011,11,8,False,5,True,2,0.4,0.4091,0.87,0.3582,8,387,395,2
7266,7267,2011-11-04,4,2011,11,9,False,5,True,2,0.42,0.4242,0.71,0.4627,15,239,254,2
7267,7268,2011-11-04,4,2011,11,10,False,5,True,2,0.42,0.4242,0.71,0.3284,19,115,134,2
7268,7269,2011-11-04,4,2011,11,11,False,5,True,2,0.44,0.4394,0.67,0.4478,34,128,162,2
7269,7270,2011-11-04,4,2011,11,12,False,5,True,2,0.48,0.4697,0.55,0.4925,44,153,197,2
7270,7271,2011-11-04,4,2011,11,13,False,5,True,1,0.44,0.4394,0.51,0.4179,33,161,194,3
7271,7272,2011-11-04,4,2011,11,14,False,5,True,1,0.44,0.4394,0.47,0.2985,54,147,201,3
7272,7273,2011-11-04,4,2011,11,15,False,5,True,1,0.46,0.4545,0.44,0.3881,45,192,237,3
7273,7274,2011-11-04,4,2011,11,16,False,5,True,1,0.46,0.4545,0.36,0.3881,53,237,290,3
7274,7275,2011-11-04,4,2011,11,17,False,5,True,1,0.42,0.4242,0.38,0.3582,42,438,480,3
7275,7276,2011-11-04,4,2011,11,18,False,5,True,1,0.42,0.4242,0.32,0.4627,35,339,374,3
7276,7277,2011-11-04,4,2011,11,19,False,5,True,1,0.4,0.4091,0.37,0.3582,14,182,196,4
7277,7278,2011-11-04,4,2011,11,20,False,5,True,1,0.36,0.3333,0.43,0.2836,15,171,186,4
7278,7279,2011-11-04,4,2011,11,21,False,5,True,1,0.34,0.3182,0.46,0.2537,8,115,123,4
7279,7280,2011-11-04,4,2011,11,22,False,5,True,1,0.34,0.303,0.46,0.3284,6,109,115,4
7280,7281,2011-11-04,4,2011,11,23,False,5,True,1,0.32,0.303,0.49,0.3284,17,72,89,4
7281,7282,2011-11-05,4,2011,11,0,False,6,False,1,0.32,0.2879,0.45,0.3582,4,48,52,1
7282,7283,2011-11-05,4,2011,11,1,False,6,False,1,0.32,0.303,0.45,0.2985,5,57,62,1
7283,7284,2011-11-05,4,2011,11,2,False,6,False,1,0.3,0.2727,0.52,0.3284,7,24,31,1
7284,7285,2011-11-05,4,2011,11,3,False,6,False,1,0.3,0.2727,0.52,0.2985,0,8,8,1
7285,7286,2011-11-05,4,2011,11,4,False,6,False,1,0.28,0.2576,0.56,0.3284,3,5,8,1
7286,7287,2011-11-05,4,2011,11,5,False,6,False,1,0.26,0.2273,0.6,0.3284,0,2,2,1
7287,7288,2011-11-05,4,2011,11,6,False,6,False,1,0.26,0.2424,0.6,0.2537,3,20,23,1
7288,7289,2011-11-05,4,2011,11,7,False,6,False,1,0.26,0.2424,0.6,0.2836,3,31,34,2
7289,7290,2011-11-05,4,2011,11,8,False,6,False,1,0.28,0.2576,0.56,0.3284,4,80,84,2
7290,7291,2011-11-05,4,2011,11,9,False,6,False,1,0.3,0.2727,0.56,0.2985,30,111,141,2
7291,7292,2011-11-05,4,2011,11,10,False,6,False,1,0.32,0.303,0.53,0.2537,56,171,227,2
7292,7293,2011-11-05,4,2011,11,11,False,6,False,1,0.36,0.3636,0.46,0.1045,69,169,238,2
7293,7294,2011-11-05,4,2011,11,12,False,6,False,1,0.36,0.3485,0.46,0.1642,137,235,372,2
7294,7295,2011-11-05,4,2011,11,13,False,6,False,1,0.4,0.4091,0.37,0.1045,148,207,355,3
7295,7296,2011-11-05,4,2011,11,14,False,6,False,1,0.42,0.4242,0.35,0.1343,159,227,386,3
7296,7297,2011-11-05,4,2011,11,15,False,6,False,1,0.4,0.4091,0.37,0.194,141,202,343,3
7297,7298,2011-11-05,4,2011,11,16,False,6,False,1,0.4,0.4091,0.4,0.2239,128,207,335,3
7298,7299,2011-11-05,4,2011,11,17,False,6,False,1,0.38,0.3939,0.4,0.1642,100,234,334,3
7299,7300,2011-11-05,4,2011,11,18,False,6,False,1,0.36,0.3636,0.5,0.0896,52,185,237,3
7300,7301,2011-11-05,4,2011,11,19,False,6,False,1,0.34,0.3636,0.53,0.0,45,159,204,4
7301,7302,2011-11-05,4,2011,11,20,False,6,False,1,0.32,0.3485,0.66,0.0,29,136,165,4
7302,7303,2011-11-05,4,2011,11,21,False,6,False,1,0.32,0.3485,0.66,0.0,19,99,118,4
7303,7304,2011-11-05,4,2011,11,22,False,6,False,1,0.3,0.3333,0.65,0.0,10,72,82,4
7304,7305,2011-11-05,4,2011,11,23,False,6,False,1,0.28,0.3182,0.7,0.0,4,81,85,4
7305,7306,2011-11-06,4,2011,11,0,False,0,False,1,0.28,0.3182,0.75,0.0,10,65,75,1
7306,7307,2011-11-06,4,2011,11,1,False,0,False,1,0.26,0.303,0.81,0.0,11,104,115,1
7307,7308,2011-11-06,4,2011,11,2,False,0,False,1,0.26,0.303,0.81,0.0,6,23,29,1
7308,7309,2011-11-06,4,2011,11,3,False,0,False,1,0.24,0.2879,0.87,0.0,5,4,9,1
7309,7310,2011-11-06,4,2011,11,4,False,0,False,1,0.24,0.2879,0.87,0.0,0,6,6,1
7310,7311,2011-11-06,4,2011,11,5,False,0,False,1,0.24,0.2424,0.87,0.1343,0,5,5,1
7311,7312,2011-11-06,4,2011,11,6,False,0,False,1,0.26,0.2879,0.81,0.0896,5,11,16,1
7312,7313,2011-11-06,4,2011,11,7,False,0,False,1,0.26,0.2727,0.87,0.1045,4,24,28,2
7313,7314,2011-11-06,4,2011,11,8,False,0,False,2,0.28,0.303,0.87,0.0896,19,71,90,2
7314,7315,2011-11-06,4,2011,11,9,False,0,False,2,0.3,0.3182,0.75,0.0896,36,134,170,2
7315,7316,2011-11-06,4,2011,11,10,False,0,False,1,0.36,0.3636,0.66,0.0896,76,186,262,2
